id,species,scientific,group,raritycode,pelagic,shorebird,passerine,waterfowl,perennial,vagrant,migrant,breeder,winter,X1.1,X1.2,X1.3,X1.4,X2.1,X2.2,X2.3,X2.4,X3.1,X3.2,X3.3,X3.4,X4.1,X4.2,X4.3,X4.4,X5.1,X5.2,X5.3,X5.4,X6.1,X6.2,X6.3,X6.4,X7.1,X7.2,X7.3,X7.4,X8.1,X8.2,X8.3,X8.4,X9.1,X9.2,X9.3,X9.4,X10.1,X10.2,X10.3,X10.4,X11.1,X11.2,X11.3,X11.4,X12.1,X12.2,X12.3,X12.4,presence
313,Sabine's Gull,Xema sabini,Gulls/Terns,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315075,0.002051048,0.005953744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002162496,0,0,0,0,0,0,0,0,0,0,0.000218383
314,Saltmarsh Sparrow,Ammodramus caudacutus,Sparrows/Towhees,1,0,0,1,0,0,0,1,1,0,0.001491424,0.002957705,0.002265291,0.002153432,0.005154639,0.000987817,0.000387747,0,0.00031837,0.000958773,0.002014968,0.001820665,0.001143838,0.001764706,0.002712968,0.004098534,0.008192037,0.008542714,0.011850501,0.013739409,0.010857143,0.010588235,0.010500309,0.013020833,0.007847534,0.018901359,0.012292892,0.012372635,0.012466607,0.006708595,0.009110021,0.004989496,0.002272727,0.004342432,0.002074689,0.00659731,0.00889295,0.011430337,0.013659238,0.008726785,0.006454389,0.011044776,0.007537688,0.002292264,0.00351014,0.006618736,0.003726708,0.002521201,0.006331533
315,Sanderling,Calidris alba,Sandpiper/Allies,1,0,1,0,0,1,0,0,1,1,0.078672632,0.066548358,0.075006292,0.069448183,0.062177835,0.073098452,0.042264444,0.048312171,0.052531041,0.060722275,0.045480714,0.050751024,0.045467544,0.027941176,0.034997287,0.030994764,0.042865308,0.063819095,0.093208751,0.098236776,0.054857143,0.022941176,0.0142063,0.010416667,0.010089686,0.021264028,0.082308926,0.149199418,0.175422974,0.160587002,0.182550806,0.160189076,0.156493506,0.111352357,0.109069354,0.113169246,0.109660574,0.098856966,0.126527678,0.132915641,0.129948365,0.11641791,0.094041637,0.104011461,0.084633385,0.082574032,0.072877847,0.069676828,0.081641752
316,Sandhill Crane,Grus canadensis,Cranes,1,0,0,0,0,0,1,0,0,0,0.004287845,0.002957705,0.006544173,0.001884253,0.002899485,0.001317089,0.000387747,0.004702694,0.00159185,0.002556727,0.002014968,0.001137915,0.003717472,0.002941176,0.001085187,0.001675393,0.000851114,0.000670017,0.000227894,0.00142054,0,0,0.000617665,0.000434028,0.000560538,0.001181335,0.008017103,0.000727802,0.00222618,0.002515723,0.001575158,0.00105042,0.000649351,0.006513648,0.000691316,0.000507485,0.001631854,0.002650911,0.003935838,0,0.002151463,0.007697164,0.005743001,0.010888252,0.005850234,0.011958998,0.009109731,0.004201352,0.002874121
317,Sandwich Tern,Thalasseus sandvicensis,Gulls/Terns,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227894,0.00096256,0,0.001764706,0.000523471,0.012586806,0.013452915,0.014176019,0.017103153,0.021540757,0.034728406,0.027253669,0.017519271,0.018119748,0.02012987,0.007133995,0.003852993,0.001522456,0.002284595,0.000926784,0.000359454,0.000223764,0,0,0.000358938,0,0,0,0,0,0.004515671
318,Savannah Sparrow,Passerculus sandwichensis,Sparrows/Towhees,1,0,0,1,0,0,0,1,0,1,0.062266965,0.053534457,0.059400956,0.10551817,0.075386598,0.045110306,0.044397053,0.041498916,0.052849411,0.060402685,0.050086356,0.035275376,0.041178153,0.051176471,0.059142702,0.063874346,0.045151457,0.037353434,0.013673655,0.002976872,0.000993143,0.002941176,0,0.000868056,0,0,0,0.000727802,0.000890472,0.000875262,0.000700771,0.003151261,0.010064935,0.029156328,0.061647896,0.112154276,0.164490862,0.209453197,0.196621136,0.240993511,0.157487091,0.145373134,0.123115578,0.107449857,0.081123245,0.091685649,0.081987578,0.081824433,0.060542312
319,Say's Phoebe,Sayornis saya,Tyrants,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000837696,0.000190512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001298701,0,0,0.004567369,0,0,0,0.001566346,0,0,0,0,0,0,0.000828157,0,0.000193516
320,Scarlet Tanager,Piranga olivacea,Tang/Gros/Bunt,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001356484,0.036230366,0.114116975,0.131323283,0.11030082,0.069384016,0.076571429,0.084705882,0.06856084,0.052951389,0.045403587,0.041937389,0.033671833,0.021834061,0.013357079,0.013417191,0.01611773,0.03125,0.061038961,0.08808933,0.075874333,0.081705151,0.068211488,0.033055298,0.005391804,0.003580219,0.001290878,0.000298507,0,0,0,0,0,0,0.028771382
321,Scissor-tailed Flycatcher,Tyrannus forficatus,Tyrants,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003141361,0.001143075,0.006867672,0.002278943,0.004808793,0,0,0,0,0,0,0,0.001455604,0,0,0,0.003939076,0.000324675,0.000310174,0,0,0,0,0.000359454,0.001118819,0,0,0,0,0,0,0,0,0.000536409
322,Seaside Sparrow,Ammodramus maritimus,Sparrows/Towhees,1,0,0,1,0,0,0,1,1,0,0.002237136,0.003590654,0.002265291,0.003230148,0.005798969,0.001316431,0.001744862,0.000619387,0.00127348,0.002876318,0.004317789,0.004096495,0.005147269,0.018529412,0.021975041,0.031204188,0.058106306,0.058458961,0.079307201,0.110602244,0.066857143,0.076470588,0.063001853,0.064670139,0.045964126,0.073242764,0.059861037,0.05349345,0.03873553,0.037316562,0.032235459,0.017069328,0.014285714,0.009925558,0.01007706,0.015478305,0.007180157,0.014519617,0.012940331,0.006489147,0.003442341,0.004179104,0.003589375,0.001719198,0.002730109,0.006264237,0.005797101,0.001375201,0.024283502
323,Sedge Wren,Cistothorus platensis,Wrens,1,0,0,1,0,0,1,0,0,0,0.003169277,0.001478852,0.001006796,0.001116016,0.00193299,0.001646362,0.000581621,0.000619387,0.00067192,0,0.000287853,0.000910332,0.000857878,0.000294118,0.000542594,0.000628272,0.001220423,0.000502513,0.000455789,0.00022899,0,0,0,0,0,0.001772002,0.002672368,0.001091703,0.00445236,0.009224319,0.006306938,0.003939076,0.000649351,0,0.000296384,0.000786349,0.000979112,0.002471424,0.000359454,0.002685164,0.005593804,0.011044776,0.004666188,0.003438395,0.004290172,0.00284738,0.003726708,0.003438001,0.001976738
324,Semipalmated Plover,Charadrius semipalmatus,Plovers/Lapwings,1,0,1,0,0,0,0,1,1,0,0.006711409,0.002957705,0.002546187,0.001076716,0.003221649,0.001646362,0.001163242,0.00092908,0.00222859,0.002237136,0.00116753,0.000455166,0.000285959,0.002647059,0.007325014,0.034973822,0.088588303,0.151088777,0.224931632,0.198763453,0.074285714,0.035882353,0.018529957,0.015190972,0.014013453,0.046072061,0.139497595,0.241266376,0.309884239,0.30230608,0.308339173,0.273371849,0.206493506,0.150744417,0.106698281,0.081958894,0.074738903,0.042014211,0.039899353,0.039606176,0.021944923,0.011044776,0.008255564,0.006017192,0.007410296,0.004555809,0.005797101,0.002979601,0.069244659
325,Semipalmated Sandpiper,Calidris pusilla,Sandpiper/Allies,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571919,0.003529412,0.005425936,0.028481675,0.061726043,0.12479062,0.244302644,0.300664071,0.136,0.052941176,0.016059296,0.016493056,0.018497758,0.09273479,0.19454837,0.303857351,0.330365093,0.308595388,0.302382621,0.271796218,0.226623377,0.165322581,0.117960877,0.079167724,0.066253264,0.037689218,0.026599569,0.025061535,0.006454389,0.001791045,0.000358938,0,0.000390016,0,0,0,0.074321583
326,Sharp-shinned Hawk,Accipiter striatus,Raptors,1,0,0,0,0,0,0,1,0,1,0.058351976,0.041407867,0.03901334,0.041991925,0.038015464,0.034902865,0.031601396,0.03096934,0.040751353,0.036433365,0.035405872,0.033454711,0.037174721,0.037647059,0.034997287,0.02973822,0.01847971,0.008375209,0.003766408,0.001373941,0.001142857,0.000588235,0,0.00109809,0,0.000491731,0,0.001091703,0.001780944,0.003332495,0.004905396,0.009978992,0.059415584,0.15353598,0.241849437,0.299416392,0.347911227,0.341365462,0.345075485,0.351756545,0.272805508,0.189552239,0.171931084,0.13982808,0.093213729,0.079157175,0.08447205,0.072427229,0.08129116
327,Short-billed Dowitcher,Limnodromus griseus,Sandpiper/Allies,1,0,1,0,0,0,0,1,1,0,0.000559284,0.000591541,0,0,0.000322165,0.000658545,0,0,0.00031837,0,0.001046344,0.003413746,0.012296254,0.021470588,0.039338036,0.062827225,0.104591351,0.153266332,0.217411121,0.180215251,0.057714286,0.032352941,0.016059296,0.026041667,0.063901345,0.170702894,0.233564939,0.257641921,0.242653606,0.195807128,0.180798879,0.138918067,0.087337662,0.066687345,0.044457617,0.038822634,0.036879896,0.02502317,0.026599569,0.020810025,0.007745267,0.003880597,0.005384063,0.001146132,0.000780031,0.001708428,0.001656315,0,0.057987539
328,Short-eared Owl,Asio flammeus,Owls,1,0,0,0,0,0,0,1,0,1,0.013795675,0.011239278,0.016360433,0.014804845,0.011920103,0.006256174,0.008918185,0.009290802,0.007004139,0.008309364,0.003742084,0.00295858,0.005147269,0.001764706,0.001085187,0,0,0,0,0,0,0,0.000617665,0.000868056,0.001121076,0,0.000534474,0,0,0,0,0,0,0,0,0,0,0.000308928,0.001078361,0.007178004,0.008605852,0.003880597,0.006101938,0.00773639,0.008970359,0.014806378,0.008281573,0.006876003,0.004157552
329,Smith's Longspur,Calcarius pictus,Longspurs/Snowbuntings,2,0,0,1,0,0,1,0,0,0,0,0,0,0.006998654,0,0,0,0,0.003502069,0.01022691,0.00115141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000455813
330,Snow Bunting,Plectrophenax nivalis,Longspurs/Snowbuntings,1,0,0,1,0,0,0,1,0,1,0.016032811,0.014492754,0.00981626,0.016958277,0.025128866,0.010207442,0.005622334,0.005884175,0.005093919,0.007670182,0.000575705,0.000455166,0,0,0.000542594,0,0,0,0,0.00022899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001583911,0.015060241,0.031044776,0.029791816,0.034097421,0.01950078,0.015375854,0.014492754,0.009168004,0.006017188
331,Snow Goose,Chen caerulescens,Geese,1,0,0,0,1,0,0,1,0,1,0.130499627,0.134279799,0.119305311,0.120053836,0.102770619,0.1070135,0.105467235,0.109941158,0.111429481,0.101310323,0.07253886,0.064406008,0.035458965,0.017647059,0.01275095,0.009633508,0.006858449,0.005360134,0.007748405,0.006869705,0.002285714,0.003529412,0.004323657,0.008246528,0.004484305,0.004134672,0.007528594,0.012008734,0.010879564,0.019095178,0.011212334,0.007352941,0.010714286,0.007133995,0.009780676,0.012433393,0.021214099,0.037071362,0.050323508,0.03982994,0.06626506,0.05641791,0.069274946,0.110315186,0.091263651,0.150341686,0.148654244,0.156314463,0.05237027
332,Snowy Egret,Egretta thula,Herons/Egrets,1,0,0,0,0,0,0,1,1,0,0.00093214,0.001478852,0.002013592,0.00269179,0.00064433,0,0.000307387,0,0,0.000639182,0.003742084,0.035958125,0.100657707,0.146176471,0.184210526,0.183664921,0.189559916,0.202512563,0.253418414,0.241584612,0.208571429,0.184705882,0.222359481,0.218315972,0.225336323,0.269935027,0.315873864,0.345342067,0.326803206,0.291823899,0.300280308,0.266018908,0.238311688,0.238833747,0.239478364,0.24207054,0.213120104,0.186592524,0.131560029,0.076527187,0.034853701,0.021492537,0.011844939,0.00487106,0.003120125,0.004555809,0.000414079,0.0004584,0.132784663
333,Snowy Owl,Bubo scandiacus,Owls,2,0,0,0,0,0,0,1,0,1,0.01808352,0.003549246,0.009564561,0.007806191,0.011597938,0.00856108,0.00484684,0.008671415,0.00286533,0.007350591,0.001439263,0.001137915,0.002931513,0.000588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298507,0.005373475,0.015759312,0.036271451,0.017084282,0.024430642,0.031171212,0.004570469
334,Solitary Sandpiper,Tringa solitaria,Sandpiper/Allies,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227583,0.001143838,0.003235294,0.007053717,0.028272251,0.061345018,0.066499162,0.033272562,0.005495764,0.001142857,0,0,0.000868056,0.010089686,0.024217366,0.041688936,0.068049491,0.081478183,0.063312369,0.071829012,0.068802521,0.074025974,0.057382134,0.040604624,0.034255265,0.024477807,0.014210689,0.002857477,0.003356456,0.000430293,0,0,0,0,0,0,0,0.018533841
335,Song Sparrow,Melospiza melodia,Sparrows/Towhees,1,0,0,1,0,1,0,0,1,1,0.326249068,0.286010056,0.284671533,0.352624495,0.320554124,0.294698716,0.275494378,0.262000619,0.289079911,0.314157878,0.301957398,0.289030496,0.290820703,0.242352941,0.191806837,0.187853403,0.193751191,0.191792295,0.218778487,0.204488207,0.217142857,0.186470588,0.203211859,0.213541667,0.238789238,0.230950975,0.226082309,0.210334789,0.22128228,0.167714885,0.154169587,0.106617647,0.097077922,0.092121588,0.084173088,0.11722913,0.199738903,0.338894038,0.381739756,0.473260237,0.438898451,0.431940299,0.40201005,0.390544413,0.341263651,0.358769932,0.383022774,0.328443731,0.261533529
336,Sooty Shearwater,Puffinus griseus,Shearwaters/Petrels,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287853,0,0,0.001470588,0,0,0,0,0.002506837,0.003663842,0.003428571,0.000588235,0.000617665,0.000434028,0,0.000590667,0,0,0,0,0.000801331,0.000262605,0,0.006823821,0.000296384,0,0.000326371,0,0,0,0,0.000298507,0,0,0,0,0,0,0.000466611
337,Sooty Tern,Onychoprion fuscatus,Gulls/Terns,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000617665,0,0,0,0,0,0,0,0,0.004051864,0.003270779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165423
338,Sora,Porzana carolina,Rails,1,0,0,0,0,0,1,0,0,0,0.00093214,0,0,0,0,0,0,0,0,0,0,0.000455166,0.001429797,0.001176471,0.003255562,0.006910995,0.006286912,0.005695142,0.001367366,0.001144951,0,0.001176471,0.000333539,0,0.000504484,0.000590667,0.000534474,0.001455604,0.001780944,0.001677149,0.003503854,0.003939076,0.006818182,0.0058933,0.012448133,0.018269475,0.010443864,0.013283905,0.009345794,0.00783173,0.002151463,0.00119403,0.001438263,0,0.000390016,0,0.000414079,0.0006876,0.002807512
339,South Polar Skua,Stercorarius maccormicki,Skuas/Jaegers,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000683683,0,0,0,0.000617665,0.000434028,0,0,0,0,0,0,0.001051156,0,0,0,0,0,0,0,0,0,0.000430293,0,0,0,0,0,0,0,6.70172E-05
340,Spotted Sandpiper,Actitis macularius,Sandpiper/Allies,1,0,1,0,0,0,0,1,1,0,0.000745712,0,0.000251699,0,0.000322165,0,0,0,0,0,0.000303972,0,0.000571919,0.004411765,0.005154639,0.034973822,0.067060392,0.104690117,0.11668186,0.067094115,0.014857143,0.007647059,0.006176652,0.013888889,0.054932735,0.122268163,0.16141101,0.168122271,0.169189671,0.145492662,0.136650315,0.115283613,0.083766234,0.055831266,0.039715471,0.039076377,0.019908616,0.004942848,0.006452013,0.003150257,0,0.000369851,0,0,0,0,0,0,0.036904069
341,Stilt Sandpiper,Calidris himantopus,Sandpiper/Allies,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000470639,0.000227583,0,0.000882353,0.005154639,0.005235602,0.00381025,0.00519263,0.009343665,0.003663842,0.000571429,0,0,0,0.002802691,0.017720024,0.061998931,0.097161572,0.103739982,0.08721174,0.050805886,0.042542017,0.050649351,0.046526055,0.032602253,0.020553159,0.028067885,0.014519617,0.011143063,0.014320877,0.001290878,0.00119403,0.000358938,0,0,0,0,0,0.014995033
342,Summer Tanager,Piranga rubra,Tang/Gros/Bunt,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294118,0.001356484,0.025340314,0.061726043,0.065494137,0.054922516,0.046942981,0.045142857,0.040588235,0.043236566,0.028645833,0.024103139,0.028942705,0.0181721,0.01419214,0.010240427,0.01048218,0.011562719,0.016018908,0.01461039,0.016129032,0.016301126,0.00558234,0.000979112,0.001320513,0,0,0,0,0,0,0.000390016,0.000354499,0,0,0.012563988
343,Surf Scoter,Melanitta perspicillata,Seaduck,1,0,0,0,1,0,0,1,1,1,0.095824012,0.083407276,0.084570853,0.0756393,0.09117268,0.084293711,0.057774331,0.097243729,0.085959885,0.107702141,0.094991364,0.081474738,0.072061767,0.051470588,0.036353771,0.021780105,0.017527148,0.022278057,0.018003646,0.011449508,0.014285714,0.018823529,0.018863496,0.016493056,0.023542601,0.017720024,0.013361839,0.017103348,0.010240427,0.014675052,0.009110021,0.004726891,0.001948052,0.004652605,0.016004742,0.018269475,0.040469974,0.067964164,0.092020129,0.123741329,0.124354561,0.09761194,0.122397703,0.120057307,0.0975039,0.116173121,0.091097308,0.093742837,0.056206953
344,Swainson's Hawk,Buteo swainsoni,Raptors,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314981,0.000592768,0.002029942,0.002937337,0.00154464,0.007189073,0.008055493,0.003442341,0.003283582,0.003948313,0.004011461,0.001950078,0,0,0,0.00081875
345,Swainson's Thrush,Catharus ustulatus,Thrushes,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628272,0.007048962,0.020603015,0.023245214,0.010075567,0.000993143,0,0,0,0,0,0,0,0,0,0.000350385,0.004726891,0.023701299,0.037220844,0.045643154,0.049479827,0.047976501,0.039542787,0.015097052,0.010964422,0.000430293,0.000895522,0,0.000519628,0,0,0,0.0006876,0.0070798
346,Swallow-tailed Kite,Elanoides forficatus,Raptors,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000844998,0,0.000910332,0.000571919,0.001176471,0.00081389,0.00460733,0.004912364,0.002680067,0.005241568,0.001144951,0,0,0,0.000434028,0,0,0,0,0,0,0,0,0.000324675,0,0,0,0.00424282,0,0,0,0,0,0,0,0,0,0,0,0.000581363
347,Swamp Sparrow,Melospiza georgiana,Sparrows/Towhees,1,0,0,1,0,0,0,1,1,1,0.093027591,0.085477669,0.081298767,0.089905787,0.071842784,0.060586105,0.048856146,0.047073397,0.049984082,0.041227229,0.044329303,0.047109695,0.062339148,0.072941176,0.055615844,0.042303665,0.050104782,0.031155779,0.020738377,0.022670025,0.013142857,0.021176471,0.011735639,0.012152778,0.005605381,0.014766686,0.0181721,0.030203785,0.021816563,0.017190776,0.009460406,0.004464286,0.003896104,0.004032258,0.007113219,0.031464095,0.120104439,0.258881681,0.248741912,0.306108749,0.221600688,0.214925373,0.176597272,0.134097421,0.122854914,0.122437358,0.145755694,0.104056842,0.073357148
348,Tennessee Warbler,Oreothlypis peregrina,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228615,0.004187605,0.004329991,0.001373941,0,0,0,0,0,0,0,0,0.000445236,0.00293501,0.00385424,0.024684874,0.036688312,0.058622829,0.064908121,0.050494798,0.049934726,0.033055298,0.015456506,0.006936675,0.006024096,0.000668358,0.000717875,0.000573066,0,0,0,0,0.007670369
349,Thayer's Gull,Larus thayeri,Gulls/Terns,2,0,0,0,0,0,1,0,0,0,0.000186428,0,0.000503398,0.000538358,0,0.000658545,0,0.000309693,0.00130866,0,0,0,0.002001716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286533,0.001170047,0,0.000828157,0.0002292,0.000167099
350,Thick-billed Murre,Uria lomvia,Alcids,1,1,0,0,0,0,1,0,0,0,0.000186428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001290878,0,0,0,0,0,0,0,3.07772E-05
351,Townsend's Warbler,Setophaga townsendi,Warblers,1,0,0,1,0,0,1,0,0,0,0.003355705,0.004732328,0.00251699,0,0,0,0,0,0.00031837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003852993,0,0,0,0,0,0,0,0,0,0,0.004555809,0.006625259,0.0004584,0.00055033
352,Tree Swallow,Tachycineta bicolor,Swallows,1,0,0,1,0,0,0,1,1,1,0.011744966,0.010351967,0.011074755,0.011036339,0.007087629,0.005926902,0.005622334,0.02911118,0.026106336,0.073825503,0.118883132,0.166818389,0.280240206,0.313529412,0.312262615,0.320837696,0.301009716,0.286767169,0.324521422,0.325395008,0.327428571,0.310588235,0.308214947,0.284722222,0.248318386,0.248080331,0.301977552,0.33224163,0.347284061,0.336687631,0.336370007,0.31355042,0.305844156,0.319789082,0.305572021,0.343821365,0.343668407,0.405004634,0.379942487,0.370552696,0.252581756,0.173134328,0.0994257,0.085386819,0.046411856,0.043849658,0.014906832,0.014210406,0.21128581
353,Tricolored Heron,Egretta tricolor,Herons/Egrets,1,0,0,0,0,0,0,1,1,0,0.001677852,0.000591541,0.000251699,0.000807537,0,0.000658545,0,0.000619387,0.00031837,0.000639182,0.000575705,0.004096495,0.006005147,0.007941176,0.017634292,0.016335079,0.024195085,0.036348409,0.027119417,0.022670025,0.014857143,0.016470588,0.022853613,0.026909722,0.027930493,0.03248671,0.035809727,0.05349345,0.063668744,0.071698113,0.05816398,0.056722689,0.050974026,0.048076923,0.048903379,0.047196143,0.048302872,0.031819586,0.030194105,0.017471134,0.007314974,0.00358209,0.003589375,0.001719198,0.001733424,0.00284738,0.001242236,0.0006876,0.020733424
354,Tropical Kingbird,Tyrannus melancholicus,Tyrants,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026645,0,0,0,0,0,0,0,0,0,0,5.55105E-06
355,Trumpeter Swan,Cygnus buccinator,Geese,1,0,0,0,1,0,1,0,0,0,0,0,0.000251699,0,0.00064433,0.000987817,0.000969368,0.00185816,0.00063674,0.001278364,0.001727116,0.000682749,0.000571919,0.000654706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000732982,0.000229082
356,Tufted Duck,Aythya fuligula,Ducks,3,0,0,0,1,0,1,0,0,0,0.000559284,0.013901213,0.006292474,0.002960969,0.004188144,0.000658545,0.000775494,0,0.00095511,0.000639182,0.01208981,0.020482476,0.001715756,0,0,0,0,0,0.000347995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013250518,0.002521201,0.001694545
357,Tufted Titmouse,Baeolophus bicolor,Tits,1,0,0,1,0,1,0,0,1,1,0.185682327,0.167406093,0.160583942,0.188694482,0.190721649,0.196575568,0.277433114,0.170641065,0.185609678,0.201981464,0.21761658,0.223714156,0.27366314,0.348823529,0.351058058,0.363350785,0.338540674,0.27638191,0.25911577,0.217082665,0.285714286,0.255294118,0.256948734,0.219184028,0.191143498,0.197873597,0.166755746,0.142285298,0.121994657,0.151781971,0.174842327,0.212447479,0.26038961,0.25248139,0.24422051,0.241563055,0.248041775,0.236329935,0.221063983,0.185052584,0.21858864,0.187462687,0.181981335,0.187965616,0.190327613,0.22095672,0.249689441,0.191382077,0.22267582
358,Tundra Swan,Cygnus columbianus,Geese,1,0,0,0,1,0,0,1,0,1,0.079418345,0.090505768,0.099421092,0.090174966,0.081829897,0.080671716,0.082590151,0.113347786,0.113976441,0.105145414,0.07253886,0.039371871,0.012582213,0.007941176,0.006513429,0.003141361,0.001143075,0.003101089,0.002399043,0.004808793,0.007428571,0.011764706,0.004323657,0.004340278,0.003923767,0.012404017,0.014430786,0.009461426,0.008653384,0.012159329,0.008058865,0.006302521,0.003571429,0.005583127,0.002667457,0.003298655,0.002284595,0.000617856,0.006110712,0.010069367,0.03141136,0.064179104,0.116654702,0.116905444,0.077223089,0.104214123,0.09689441,0.108182443,0.040494618
359,Turkey Vulture,Cathartes aura,Vultures,1,0,0,0,0,1,0,0,1,1,0.311521253,0.284235433,0.313868613,0.300403769,0.289626289,0.313137965,0.334819698,0.351502013,0.366125438,0.380313199,0.363270006,0.406235776,0.481555619,0.448529412,0.451166576,0.428062827,0.381405982,0.345561139,0.367365542,0.366842226,0.408571429,0.380588235,0.365040148,0.343315972,0.341367713,0.331364442,0.331908071,0.320960699,0.322796082,0.311949686,0.309390329,0.376838235,0.378571429,0.418734491,0.4365738,0.41740675,0.441579634,0.439604572,0.482746226,0.48489595,0.483648881,0.432537313,0.432878679,0.421203438,0.350624025,0.35022779,0.38426501,0.358239743,0.377987032
360,Upland Sandpiper,Bartramia longicauda,Sandpiper/Allies,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502941,0.000271297,0.000628272,0.000190512,0,0.000455789,0.00022899,0,0.001262353,0,0,0.002802691,0.000590667,0.003206841,0.008369723,0.010685663,0.014255765,0.01611773,0.013918067,0.007467532,0.003411911,0,0.006343568,0.000326371,0,0,0,0,0,0,0,0,0,0,0,0.001896598
361,Varied Thrush,Ixoreus naevius,Thrushes,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462067,9.6264E-06
362,Veery,Catharus fuscescens,Thrushes,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271297,0.002303665,0.028576872,0.043718593,0.03532361,0.01442638,0.012,0.009411765,0.009264978,0.008246528,0.003867713,0.003544005,0.004275788,0.001455604,0.000384016,0.001677149,0.004555011,0.040966387,0.099350649,0.126861042,0.07350326,0.035016493,0.016318538,0.013283905,0.001078361,0,0,0,0,0.000519628,0,0,0,0,0.012295859
363,Vermilion Flycatcher,Pyrocephalus rubinus,Tyrants,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007414272,0,0,0,0,0,0,0,0,0,0.0002292,0.000159239
364,Vesper Sparrow,Pooecetes gramineus,Sparrows/Towhees,1,0,0,1,0,0,1,0,0,0,0.00093214,0.000591541,0.001265668,0.002960969,0.00064433,0.002304906,0.001163242,0.002167854,0.00159185,0.000958773,0.00115141,0.000682749,0.002859594,0.004117647,0.002441671,0.001465969,0.001714612,0.001340034,0.002051048,0.000996565,0.001564571,0.001176471,0.001852996,0.002604167,0.001121076,0.00236267,0.001603421,0.000798399,0.00445236,0.000419287,0,0,0.000324675,0.000620347,0.000296384,0.001268714,0.002937337,0.005251776,0.022286125,0.042067577,0.015490534,0.010149254,0.007537688,0.005157593,0.003900156,0.003986333,0.002070393,0.002521201,0.003692168
