id,species,scientific,group,raritycode,pelagic,shorebird,passerine,waterfowl,perennial,vagrant,migrant,breeder,winter,X1.1,X1.2,X1.3,X1.4,X2.1,X2.2,X2.3,X2.4,X3.1,X3.2,X3.3,X3.4,X4.1,X4.2,X4.3,X4.4,X5.1,X5.2,X5.3,X5.4,X6.1,X6.2,X6.3,X6.4,X7.1,X7.2,X7.3,X7.4,X8.1,X8.2,X8.3,X8.4,X9.1,X9.2,X9.3,X9.4,X10.1,X10.2,X10.3,X10.4,X11.1,X11.2,X11.3,X11.4,X12.1,X12.2,X12.3,X12.4,presence
1,Acadian Flycatcher,Empidonax virescens,Tyrants,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013403141,0.061345018,0.085929648,0.107338195,0.106251431,0.119428571,0.125882353,0.102532427,0.069444444,0.053251121,0.06969876,0.053981828,0.031295488,0.019145147,0.018448637,0.02067274,0.019432773,0.02012987,0.014578164,0.008595139,0.001014971,0.000407311,0,0,0,0,0,0,0,0,0,0,0,0.023379316
2,Alder Flycatcher,Empidonax alnorum,Tyrants,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000837521,0.000575889,0.002289902,0.004571429,0.000588235,0.000617665,0,0,0,0,0,0,0.002515723,0.004905396,0.007352941,0.012987013,0.009925558,0.010966212,0.004313626,0.000326371,0,0,0,0,0.000369851,0.001076813,0,0,0,0,0,0.00133792
3,American Avocet,Recurvirostra americana,Stilts/Avocets,1,0,1,0,0,0,0,1,1,0,0.002796421,0.001774623,0.000755097,0.001076716,0,0.001646362,0.002908104,0.002167854,0.00254696,0.009268137,0.008923431,0.012972235,0.019731198,0.017058824,0.015192621,0.011727749,0.010859211,0.010887772,0.010483136,0.01488436,0.012571429,0.005882353,0.008029648,0.011715712,0.010650224,0.033668045,0.055585249,0.066957787,0.051647373,0.067924528,0.064120533,0.038077731,0.026948052,0.022022333,0.02015412,0.020045674,0.018276762,0.010503553,0.019410496,0.015663459,0.018932874,0.023816567,0.022972003,0.019770774,0.018330733,0.009111617,0.004140787,0.002750401,0.017861284
4,American Bittern,Botaurus lentiginosus,Herons/Egrets,1,0,0,0,0,0,0,1,0,0,0.004101417,0.002661934,0.005285678,0.00538358,0.018363402,0.004279881,0.001744862,0.002787241,0.003502069,0.007989773,0.004893495,0.003868912,0.00486131,0.003529412,0.002712968,0.002303665,0.002857687,0.002847571,0.002278943,0.00045798,0.001142857,0,0.00123533,0.000838976,0.001121076,0.001181335,0.002672368,0.002547307,0.003561888,0.001677149,0.001926594,0.002888655,0.005753896,0.009925558,0.011262596,0.01217965,0.019255875,0.018844609,0.014378145,0.02595659,0.018072289,0.01641791,0.016870065,0.012034384,0.007410296,0.007972665,0.008695652,0.005500802,0.006625756
5,American Black Duck,Anas rubripes,Ducks,1,0,0,0,1,1,0,0,1,1,0.205443699,0.205264715,0.2194815,0.196500673,0.204574742,0.178794863,0.154517255,0.20563642,0.204393505,0.184084372,0.187104203,0.159990897,0.155275951,0.117058824,0.102007596,0.088795812,0.081920366,0.077721943,0.088195077,0.082665445,0.051428571,0.056470588,0.043854231,0.056423611,0.03867713,0.070289427,0.053447354,0.0713246,0.067230632,0.088888889,0.085143658,0.073266807,0.062662338,0.075992556,0.087136929,0.109870591,0.132506527,0.147667593,0.155643422,0.194898188,0.201376936,0.208059701,0.226848528,0.229512894,0.209438378,0.23690205,0.202898551,0.180838872,0.135794321
6,American Coot,Fulica americana,Rails,1,0,0,0,0,0,0,1,0,1,0.076621924,0.068027211,0.066951925,0.060565276,0.062822165,0.045110306,0.060682435,0.064106535,0.091372174,0.085011186,0.09009787,0.089667729,0.08492994,0.079117647,0.056701031,0.041465969,0.024004572,0.01641541,0.012989973,0.005266774,0.001703429,0,0.000617665,0.000434028,0.001681614,0.00236267,0.001068947,0.002183406,0.000384016,0.000838574,0.000700771,0.001313025,0.001623377,0.000625155,0.001481921,0.003552398,0.02578329,0.070744517,0.095974119,0.138957261,0.138554217,0.113731343,0.123115578,0.109169054,0.104914197,0.099658314,0.079917184,0.072885629,0.049497995
7,American Crow,Corvus brachyrhynchos,Corvids,1,0,0,1,0,1,0,0,1,1,0.253728561,0.213842059,0.208658445,0.238492598,0.245167526,0.230819888,0.250872431,0.236296067,0.273161414,0.29753915,0.280944157,0.285844333,0.312553617,0.309705882,0.298697775,0.292356021,0.278338731,0.261641541,0.275524157,0.257155942,0.324,0.295294118,0.31562693,0.303819444,0.289237668,0.290608387,0.269374666,0.258369723,0.25111309,0.265408805,0.282761037,0.321691176,0.346103896,0.355769231,0.382631891,0.373763004,0.390339426,0.395736793,0.3713156,0.374132916,0.359724613,0.310447761,0.304379038,0.295702006,0.285101404,0.295558087,0.314285714,0.279165712,0.295891717
8,American Golden-Plover,Pluvialis dominica,Plovers/Lapwings,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000879678,0,0.000571919,0.007941176,0.002986571,0.004188482,0.003429225,0.002512563,0.003646308,0.003710442,0,0,0,0,0,0,0,0.000363901,0,0.000816771,0.008759636,0.02967437,0.03961039,0.03691067,0.01659751,0.012433393,0.01729765,0.005869632,0.006829619,0.003132692,0.003872633,0.004776119,0.000358938,0.000286533,0.000390016,0,0,0,0.004538476
9,American Goldfinch,Spinus tristis,Finches,1,0,0,1,0,1,0,0,1,1,0.172259508,0.131322094,0.118046816,0.159623149,0.138530928,0.152123806,0.187281892,0.104056984,0.126711238,0.102588686,0.107081174,0.124260355,0.167286245,0.233235294,0.269940315,0.316230366,0.316631739,0.258458961,0.2698268,0.240439661,0.312,0.294705882,0.290920321,0.292100694,0.313340807,0.353809805,0.375200428,0.383187773,0.384238646,0.37442348,0.387526279,0.371323529,0.346428571,0.300248139,0.27089508,0.257802588,0.264360313,0.268458449,0.254133717,0.283956142,0.351549053,0.294328358,0.29971285,0.273638968,0.222308892,0.244305239,0.240165631,0.176713271,0.253702478
10,American Kestrel,Falco sparverius,Falcons,1,0,0,0,0,0,0,1,1,1,0.044183445,0.042590949,0.052605084,0.049259758,0.045747423,0.040500494,0.028305545,0.039950449,0.036612544,0.034196229,0.047495682,0.059854347,0.092364884,0.078235294,0.064026044,0.052565445,0.018289198,0.013400335,0.006608933,0.007556675,0.009714286,0.014705882,0.013588635,0.009114583,0.00896861,0.013585351,0.015499733,0.016375546,0.020926091,0.025995807,0.022074282,0.037815126,0.130844156,0.170595533,0.172791938,0.222024867,0.24118799,0.202965709,0.192307692,0.171402998,0.129948365,0.068656716,0.059583632,0.052148997,0.048361934,0.045558087,0.04679089,0.059362824,0.064109271
11,American Oystercatcher,Haematopus palliatus,Oystercatchers,1,0,0,0,0,1,0,0,1,1,0.027032066,0.021887016,0.024666499,0.028532974,0.019007732,0.021073428,0.012795657,0.033446888,0.037567654,0.064237776,0.082325849,0.061675011,0.072347727,0.059705882,0.07460662,0.073926702,0.087826253,0.111390285,0.144257065,0.143805816,0.126285714,0.113529412,0.145151328,0.146267361,0.178251121,0.19492026,0.174238375,0.165574964,0.149154052,0.11572327,0.121233357,0.09112395,0.091558442,0.082816377,0.067279194,0.063689419,0.061357702,0.054989188,0.055355859,0.047885433,0.025817556,0.033731343,0.032663317,0.028366762,0.034711388,0.023348519,0.013664596,0.013293605,0.076127016
12,American Pipit,Anthus rubescens,Pipits/Wagtails,1,0,0,1,0,0,0,1,0,1,0.02665921,0.021887016,0.016612132,0.038761777,0.024162371,0.020085611,0.009499806,0.009600496,0.013689908,0.008309364,0.009211284,0.005234411,0.005147269,0.004117647,0.005697233,0.004397906,0.00228615,0.001842546,0.000683683,0.00022899,0,0,0,0,0,0,0,0,0,0,0,0,0.000649351,0.002791563,0.002979994,0.009895965,0.021866841,0.040469571,0.033069734,0.07428955,0.090791738,0.068656716,0.077889447,0.068767908,0.041341654,0.04214123,0.034782609,0.035755214,0.018213623
13,American Redstart,Setophaga ruticilla,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571919,0.011470588,0.011394466,0.028691099,0.087254715,0.129480737,0.148359161,0.063659263,0.027428571,0.014705882,0.009264978,0.007378472,0.006165919,0.002263733,0.006948156,0.024017467,0.051647373,0.102725367,0.157323055,0.21875,0.278246753,0.347704715,0.334914049,0.275057092,0.202023499,0.084955205,0.012940331,0.002013873,0.001290878,0,0.000358938,0,0,0,0.000414079,0,0.055196257
14,American Robin,Turdus migratorius,Thrushes,1,0,0,1,0,1,0,0,1,1,0.241983594,0.217687075,0.186257236,0.219111709,0.233891753,0.222917353,0.248933695,0.239393001,0.29608405,0.351550016,0.35607369,0.38279472,0.438375751,0.433235294,0.428920239,0.416753927,0.413412078,0.394639866,0.415451231,0.398900847,0.447428571,0.428235294,0.458925263,0.467013889,0.466928251,0.427643237,0.382148584,0.356259098,0.340605521,0.290146751,0.276103714,0.269957983,0.250974026,0.230148883,0.225844695,0.26363867,0.303524804,0.298424467,0.301222142,0.392257776,0.426419966,0.36,0.357142857,0.323782235,0.27574103,0.288724374,0.286956522,0.246390099,0.332894913
15,American Tree Sparrow,Spizella arborea,Sparrows/Towhees,1,0,0,1,0,0,0,1,0,1,0.006897837,0.00591541,0.008306066,0.009152086,0.011920103,0.017451432,0.015509888,0.013007123,0.009232728,0.007350591,0.003454231,0.00295858,0.001143838,0.001176471,0,0.000209424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002151463,0.00119403,0.002512563,0.008022923,0.002340094,0.008542141,0.007039337,0.012147605,0.003284083
16,American White Pelican,Pelecanus erythrorhynchos,Pelicans,1,0,0,0,0,0,0,1,0,1,0.005406413,0.008873114,0.010097156,0.005652759,0.006443299,0.003951268,0.006591702,0.008671415,0.011142948,0.009587728,0.007196315,0.003186163,0.003431513,0.002941176,0.001627781,0.001166597,0.000381025,0.001005025,0.002278943,0.002518892,0.006857143,0.004705882,0.003088326,0.002170139,0.002802691,0.004134672,0.008017103,0.009461426,0.011576135,0.010062893,0.00385424,0.001313025,0.001298701,0.003101737,0.003260225,0.001522456,0.003997389,0.000926784,0.005751258,0.006936675,0.003872633,0.010447761,0.011127064,0.010601719,0.016770671,0.010250569,0.004140787,0.007563603,0.00566177
17,American Wigeon,Anas americana,Ducks,1,0,0,0,1,0,0,1,0,1,0.101230425,0.103519669,0.101686383,0.081561238,0.078930412,0.073756997,0.089375727,0.132548777,0.144858325,0.131032279,0.103914796,0.103777879,0.057763798,0.041176471,0.024416712,0.01486911,0.00381025,0.00318258,0.001823154,0.00022899,0,0,0.000617665,0,0.000560538,0.00472534,0.000534474,0.001455604,0.001780944,0,0.000700771,0.00157563,0.020454545,0.04869727,0.0820984,0.102512053,0.13348564,0.163113994,0.169662114,0.167599015,0.145869191,0.117910448,0.125628141,0.130945559,0.113884555,0.130410023,0.096480331,0.087783635,0.067540622
18,American Woodcock,Scolopax minor,Terrestrial Shorebird,1,0,0,0,0,0,0,1,0,1,0.020134228,0.017450458,0.010067959,0.015612382,0.018685567,0.013170892,0.009499806,0.019510684,0.032473734,0.031319911,0.013529073,0.007055075,0.00457535,0.002352941,0.002441671,0.002513089,0.003619737,0.005527638,0.002278943,0.001602931,0.001714286,0.000674118,0.00123533,0.002604167,0.001625561,0.003544005,0.001068947,0.000727802,0.000476848,0.000838574,0.000350385,0.000787815,0.002922078,0.003722084,0.002371073,0.003298655,0.002593995,0.010194625,0.008626887,0.019243679,0.027538726,0.017313433,0.02045944,0.022636103,0.017940718,0.024487472,0.033540373,0.018565207,0.01009426
19,Anhinga,Anhinga anhinga,Darters,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418848,0.000190512,0,0,0,0,0,0,0.001302083,0.001681614,0,0,0,0,0,0,0,0,0,0.000296384,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10301E-05
20,Anna's Hummingbird,Calypte anna,Hummingbirds,1,0,0,0,0,0,1,0,0,0,0.001491424,0.000887311,0.000251699,0,0,0.000329272,0.00054556,0.00092908,0.00095511,0.000319591,0,0.000682749,0.000330283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002985075,0.002153625,0.001432665,0.000390016,0,0.000414079,0.0002292,0.000298474
21,Arctic Tern,Sterna paradisaea,Gulls/Terns,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075603,0.000683683,0,0.000421714,0,0.000617665,0,0.000560538,0,0,0.000363901,0,0,0,0.00052521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18488E-05
22,Ash-throated Flycatcher,Myiarchus cinerascens,Tyrants,1,0,0,1,0,0,1,0,0,0,0.001677852,0,0.000456834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001437815,0.002031439,0.005163511,0.001727015,0.001794688,0.010315186,0.01326053,0.005125285,0,0.002521201,0.000948153
23,Atlantic Puffin,Fratercula arctica,Alcids,1,1,0,0,0,0,1,0,0,0,0,0.001183082,0,0,0.004832474,0.000329272,0,0.001548467,0.00095511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184342
24,Audubon's Shearwater,Puffinus lherminieri,Shearwaters/Petrels,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001852996,0,0,0,0,0.005094614,0,0.00754717,0.012964261,0.006039916,0.004220779,0.004032258,0.000296384,0.000253743,0,0,0,0,0,0,0,0,0,0,0,0,0.000881294
25,Baird's Sandpiper,Calidris bairdii,Sandpiper/Allies,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045798,0,0,0,0,0,0,0.000534474,0,0.001812556,0.006686792,0.004905396,0.013392857,0.020779221,0.014888337,0.005334914,0.001058868,0.000652742,0.000617856,0.000718907,0,0,0,0,0,0,0,0,0,0.001496685
26,Bald Eagle,Haliaeetus leucocephalus,Raptors,1,0,0,0,0,1,0,0,1,1,0.185868755,0.189588879,0.209161842,0.187617766,0.168170103,0.168587422,0.168670027,0.187674203,0.187519898,0.209332055,0.198042602,0.19959035,0.224764084,0.212647059,0.197775366,0.177801047,0.140598209,0.138023451,0.145168642,0.14998855,0.118857143,0.14,0.119827054,0.12109375,0.082959641,0.124630833,0.133083912,0.154294032,0.140694568,0.172746331,0.158724597,0.174894958,0.203246753,0.257754342,0.294902193,0.270743466,0.299608355,0.300586963,0.287562904,0.285746252,0.266351119,0.24358209,0.253768844,0.240687679,0.221918877,0.228929385,0.243478261,0.238826496,0.196376898
27,Baltimore Oriole,Icterus galbula,Blackbirds,1,0,0,1,0,0,0,1,1,0,0.008016406,0.003845016,0.000503398,0.000577658,0,0.000987817,0.000581621,0,0.00031837,0,0,0.000227583,0,0.000294118,0.002506918,0.034973822,0.109544675,0.134170854,0.100273473,0.060911381,0.077714286,0.063529412,0.053736875,0.033420139,0.015695067,0.020082693,0.013896312,0.014919942,0.018254675,0.038574423,0.087946741,0.133665966,0.144480519,0.115074442,0.068168346,0.055062167,0.039164491,0.020389249,0.010064702,0.012754531,0.016781411,0.010447761,0.01758794,0.014040115,0.01326053,0.005694761,0.004554865,0.004584002,0.032943322
28,Band-rumped Storm-Petrel,Oceanodroma castro,Storm-Petrels,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001852996,0,0,0,0,0.00363901,0,0.000419287,0.004905396,0.003413866,0.002922078,0,0,0,0,0,0,0.001118819,0,0,0,0,0,0,0,0,0.000380655
29,Bank Swallow,Riparia riparia,Swallows,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000227583,0.001143838,0.006176471,0.011665762,0.022827225,0.022670985,0.033333333,0.036463081,0.026333868,0.019428571,0.027058824,0.021618283,0.022569444,0.033071749,0.06024808,0.085515767,0.115356623,0.108192342,0.117400419,0.105115627,0.076418067,0.05,0.026054591,0.008002371,0.00659731,0.006527415,0.00463392,0.002156722,0.000671291,0.002151463,0.000895522,0.000717875,0.000286533,0,0,0,0,0.022115228
30,Barn Owl,Tyto alba,Owls,1,0,0,0,0,0,1,0,0,0,0.001491424,0.00029577,0.000251699,0.000807537,0.000966495,0.000987817,0.000581621,0.002167854,0.001451289,0.000958773,0.001013241,0.000577151,0.001429797,0.000882353,0.001085187,0.001256545,0.002565727,0.001340034,0.001367366,0.001831921,0.002857143,0.001176471,0.002470661,0.003472222,0.001024664,0.001181335,0.000534474,0.000727802,0.000890472,0.000838574,0.000450946,0.00052521,0.000974026,0.000310174,0.000496147,0.000805126,0.001631854,0.004324992,0.001148095,0.002908928,0.002581756,0.000895522,0.002153625,0.000286533,0.001170047,0.00284738,0.002484472,0.001604401,0.001376722
31,Barn Swallow,Hirundo rustica,Swallows,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.000619387,0,0.000639182,0.001439263,0.020482476,0.107234773,0.202941176,0.247693977,0.31895288,0.342350924,0.367504188,0.425478578,0.420654912,0.426285714,0.417647059,0.441012971,0.44921875,0.432735426,0.496751329,0.544628541,0.546943231,0.554318789,0.503983229,0.443237561,0.334033613,0.256818182,0.158188586,0.082987552,0.048972342,0.033289817,0.029039234,0.010783609,0.024390244,0.026247849,0.015522388,0.013987976,0.004011461,0.001170047,0.001138952,0,0,0.18236117
32,Barnacle Goose,Branta leucopsis,Geese,4,0,0,0,1,0,1,0,0,0,0.000559284,0.005814996,0.00729927,0.001884253,0.000322165,0.000329272,0.000387747,0.001292815,0.00031837,0,0.000470639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001076813,0.000859599,0,0,0,0,0.000429484
33,Barred Owl,Strix varia,Owls,1,0,0,0,0,0,0,1,1,0,0.003728561,0.002366164,0.003272087,0.004037685,0.004188144,0.006585446,0.009613319,0.004955094,0.009551098,0.008948546,0.013816926,0.010696404,0.01401201,0.014411765,0.019262073,0.02513089,0.017146123,0.017922948,0.017092069,0.011220518,0.018285714,0.013529412,0.016059296,0.009982639,0.006726457,0.005316007,0.004275788,0.005822416,0.002671416,0.004612159,0.005956552,0.009716387,0.011038961,0.013957816,0.01007706,0.009134737,0.007832898,0.010194625,0.002138569,0.003580219,0.006024096,0.004179104,0.004666188,0.003724928,0.005850234,0.009111617,0.013664596,0.007334403,0.009237962
34,Barrow's Goldeneye,Bucephala islandica,Ducks,1,0,0,0,1,0,1,0,0,0,0.002257271,0.00621118,0.003775485,0.001076716,0.001610825,0.000329272,0,0,0,0,0.000287853,0.001365498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003986333,0.006625259,0.001833601,0.000611652
35,Bay-breasted Warbler,Setophaga castanea,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209424,0.001333587,0.006867672,0.011166819,0.002060911,0,0,0,0,0,0,0,0,0.000639136,0.000419287,0,0.003939076,0.015909091,0.026674938,0.03675163,0.035016493,0.030678851,0.007414272,0.001437815,0.000447527,0.000430293,0,0,0,0,0,0,0,0.0037791
36,Bell's Vireo,Vireo bellii,Vireos,1,0,0,1,0,0,1,0,0,0,0.003728561,0.001183082,0.001258495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695565,0,0,0,0.000308928,0.002156722,0,0,0,0,0,0.005070203,0.001138952,0.003726708,0.001375201,0.00043005
37,Belted Kingfisher,Megaceryle alcyon,Kingfishers,1,0,0,0,0,1,0,0,1,1,0.085943326,0.069801834,0.073747798,0.06218035,0.06056701,0.050707935,0.044397053,0.056364199,0.066220949,0.061041866,0.069372481,0.063495676,0.072633686,0.074117647,0.056429734,0.044816754,0.041722233,0.033333333,0.022561531,0.016029311,0.016571429,0.027058824,0.021000618,0.023003472,0.027466368,0.033077377,0.032068413,0.044395924,0.060552093,0.063312369,0.090749825,0.09375,0.134090909,0.186104218,0.204505039,0.21948744,0.233681462,0.236329935,0.180805176,0.152606847,0.131239243,0.132238806,0.132806892,0.111747851,0.114274571,0.132118451,0.127536232,0.106807243,0.087393161
38,Bicknell's Thrush,Catharus bicknelli,Thrushes,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000670017,0.001367366,0.00022899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000592768,0.004059883,0.005548303,0.002780352,0,0.000223764,0,0,0,0,0,0,0,0,0.000322322
39,Black-and-white Warbler,Mniotilta varia,Warblers,1,0,0,1,0,0,0,1,1,0,0.000630313,0,0,0,0,0,0,0,0,0,0.000287853,0.000910332,0.007434944,0.04,0.077862181,0.132356021,0.181939417,0.147906198,0.087739289,0.035493474,0.02,0.024705882,0.014823965,0.009982639,0.007847534,0.010041347,0.005344735,0.015283843,0.033837934,0.07672956,0.118430273,0.163340336,0.196753247,0.257133995,0.249851808,0.214920071,0.170691906,0.091442694,0.014378145,0.008726785,0.000860585,0.000298507,0.000358938,0.000573066,0.000355694,0,0.000828157,0,0.050418785
40,Black-bellied Plover,Pluvialis squatarola,Plovers/Lapwings,1,0,1,0,0,1,0,0,1,1,0.030574198,0.026323573,0.0244148,0.027994616,0.020940722,0.018768522,0.008724312,0.018581604,0.016873607,0.021093001,0.025331031,0.03413746,0.035173005,0.043235294,0.054801953,0.076649215,0.08611164,0.119262982,0.173655424,0.181131211,0.054857143,0.028823529,0.020382952,0.019965278,0.015134529,0.020673361,0.03474078,0.046943231,0.07969724,0.098113208,0.135949544,0.118960084,0.101298701,0.085918114,0.072317724,0.079675209,0.078981723,0.076614149,0.090582315,0.095770866,0.064113597,0.074328358,0.049892319,0.038108883,0.03276131,0.027334852,0.021118012,0.016273207,0.056731425
41,Black-bellied Whistling-Duck,Dendrocygna autumnalis,Geese,1,0,0,0,1,0,1,0,0,0,0.000290268,0.00029577,0.000280896,0.000807537,0.000311695,0.001646362,0.001744862,0.000309693,0.000331901,0.000319591,0.000863558,0.000227583,0,0.000342353,0,0,0.000190512,0.000315075,0.000227894,0.00050458,0,0.000405882,0,0.000434028,0.00896861,0.000312758,0.005344735,0.013100437,0.012911843,0.004612159,0.007007708,0.00105042,0.003896104,0.006513648,0.003852993,0,0,0,0,0,0,0,0,0.000286533,0,0,0,0,0.001618916
42,Black-billed Cuckoo,Coccyzus erythropthalmus,Cuckoos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000837696,0.005524862,0.005695142,0.012078396,0.004808793,0.005142857,0.005294118,0.009882644,0.009114583,0.014013453,0.010041347,0.002672368,0.002911208,0.00242008,0.00293501,0.005255781,0.004201681,0.003571429,0.003722084,0.004149378,0.004567369,0.003590078,0.003398208,0.000718907,0.001118819,0,0.000298507,0,0,0,0,0,0,0.002665933
43,Black-capped Chickadee,Poecile atricapillus,Tits,1,0,0,1,0,0,1,0,0,0,0.005779269,0.003253475,0.001006796,0.004037685,0.003221649,0.002304906,0.001938736,0.004026014,0.00159185,0.0035155,0,0.004779244,0.001143838,0.002058824,0.001627781,0.001465969,0.000381025,0.000670017,0.000227894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000761228,0.001092689,0.001235712,0.004313444,0.003132692,0.006884682,0.00119403,0.002512563,0.001432665,0.001950078,0.002769932,0.004968944,0.0009168,0.001587415
44,Black-capped Petrel,Pterodroma hasitata,Shearwaters/Petrels,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123533,0,0,0,0,0.003275109,0,0,0.000350385,0.002888655,0,0,0,0.000253743,0,0,0,0,0,0,0,0,0,0,0,0,0.000166734
45,Black-crowned Night-Heron,Nycticorax nycticorax,Herons/Egrets,1,0,0,0,0,0,0,1,1,0,0.010067114,0.007098492,0.005033979,0.007537012,0.009664948,0.008231808,0.005234587,0.005884175,0.005730659,0.008948546,0.011226252,0.015475649,0.038890478,0.035882353,0.049647314,0.047120419,0.054296056,0.068509213,0.085004558,0.079230593,0.071428571,0.075294118,0.085855466,0.092447917,0.088004484,0.115180154,0.107429182,0.08588064,0.073909172,0.074633124,0.060266293,0.056460084,0.048701299,0.043734491,0.05334914,0.060898249,0.06462141,0.061785604,0.045291157,0.032669501,0.02151463,0.016716418,0.021536253,0.011747851,0.01326053,0.011389522,0.008281573,0.008709603,0.043118972
46,Black-headed Grosbeak,Pheucticus melanocephalus,Tang/Gros/Bunt,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001656315,0.004584002,0.000130007
47,Black-headed Gull,Chroicocephalus ridibundus,Gulls/Terns,3,0,0,0,0,0,1,0,0,0,0.001491424,0.003845016,0.004027183,0.002960969,0.003221649,0.007902535,0.005622334,0.011148963,0.007004139,0.015340364,0.010650547,0.012517069,0.007148985,0.002352941,0.001627781,0,0,0,0,0,0,0,0,0.000868056,0.000464126,0,0,0,0,0,0.000350385,0.000262605,0,0,0,0,0,0,0,0.001118819,0.002151463,0.001791045,0.002512563,0.001719198,0.000390016,0.000569476,0.000828157,0.002292001,0.002337079
48,Black-legged Kittiwake,Rissa tridactyla,Gulls/Terns,1,0,0,0,0,0,1,0,0,0,0.001491424,0.002070393,0.00251699,0.001345895,0.011920103,0.004609812,0.000387747,0.00092908,0,0,0.000287853,0.000227583,0,0.000294118,0,0,0,0,0,0.000456835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745134,0,0.003803983,0.003442341,0.00119403,0.013280689,0.00487106,0.001950078,0.003986333,0.001656315,0.001833601,0.001318779
49,Black-necked Stilt,Himantopus mexicanus,Stilts/Avocets,1,0,1,0,0,0,0,1,1,0,0.001491424,0.002366164,0.000503398,0.001345895,0.001610825,0.000658545,0.002908104,0.002477547,0.00254696,0.003195909,0.004893495,0.006827492,0.007434944,0.020588235,0.029300054,0.022408377,0.029529434,0.024623116,0.037602552,0.060911381,0.030285714,0.041176471,0.030265596,0.028645833,0.019058296,0.034258712,0.067343666,0.070596798,0.048530721,0.038155136,0.031184303,0.018907563,0.006493506,0.003722084,0.000889152,0.001776199,0.001631854,0.001235712,0.001797268,0.001342582,0.001290878,0.002985075,0.005743001,0.002005731,0.00624025,0.001708428,0.002898551,0.002521201,0.015956544
50,Black-tailed Godwit,Limosa limosa,Sandpiper/Allies,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010689471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222697
51,Black-throated Blue Warbler,Setophaga caerulescens,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007120419,0.067822442,0.091624791,0.048541477,0.004579803,0,0,0,0,0,0,0,0,0,0.001257862,0.007708479,0.039653361,0.067857143,0.10825062,0.125963248,0.129916265,0.15926893,0.112449799,0.044931704,0.018348624,0.005163511,0.00119403,0.000358938,0,0,0,0,0,0.021708572
